Inches,Ram_GB,Company_Freq,Company_LogFreq,TypeName_Category_Budget,TypeName_Category_Performance,TypeName_Category_Premium,PPI,Cpu_Entry-Level,Cpu_High-End,Cpu_Mid-Range,Storage_Size_GB,Storage_Category_HDD-Based,Storage_Category_SSD-Based,Gpu_group_Dedicated,Gpu_group_Integrated,OpSys_Category_Linux/Chrome,OpSys_Category_MacOS,OpSys_Category_Others,OpSys_Category_Windows,Price_php,Weight_Category,Cpu_Score,Gpu_Score,Storage_Impact,Performance_Index,Performance_to_Weight,Display_Quality
15.6,-0.07519506268436271,297,0.5592211110580945,True,False,False,-0.12583260352905437,False,False,True,-0.7383875721754812,False,True,False,True,False,False,False,True,47575.88242,3.0,9000,2000,-1.845968930438703,54998.0036409442,13749.50091023605,-1.962988615053248
15.6,-0.8621763211399812,274,0.4704951467693265,True,False,False,-0.12583260352905437,True,False,False,-1.0048748502406828,False,True,False,True,False,False,False,True,27202.1521,2.0,3000,2000,-2.5121871256017068,24995.76346023212,8331.921153410707,-1.962988615053248
15.6,-0.8621763211399812,158,-0.13469126891243635,True,False,False,-1.071373081019653,True,False,False,-0.7383875721754812,False,True,False,True,False,False,False,True,36322.61854,2.0,3000,2000,-1.845968930438703,24996.42967842728,8332.143226142427,-16.713420063906586
17.3,1.4987674542268743,54,-1.3073271118557703,False,True,False,-0.4477532526748909,False,False,True,3.5254088768677443,False,True,True,False,False,False,False,True,151749.5911,3.0,9000,15000,8.81352219216936,120011.81105710063,30002.952764275156,-7.746131271275613
15.6,-0.8621763211399812,158,-0.13469126891243635,True,False,False,-0.12583260352905437,True,False,False,-0.7383875721754812,False,True,False,True,True,False,False,False,25715.0185,2.0,3000,2000,-1.845968930438703,24996.42967842728,8332.143226142427,-1.962988615053248
17.3,1.4987674542268743,297,0.5592211110580945,True,False,False,-0.4477532526748909,False,False,True,3.5254088768677443,False,True,False,True,False,False,False,True,80491.1061,4.0,9000,2000,8.81352219216936,55011.811057100625,11002.362211420124,-7.746131271275613
14.0,-0.07519506268436271,297,0.5592211110580945,False,False,True,0.24856922707416992,True,False,False,-0.7383875721754812,False,True,False,True,False,False,False,True,54466.2681,2.0,3000,2000,-1.845968930438703,24998.003640944193,8332.667880314732,3.479969179038379
14.0,-0.07519506268436271,297,0.5592211110580945,True,False,False,0.24856922707416992,True,False,False,-0.7383875721754812,False,True,False,True,False,False,True,False,37116.3761,2.0,3000,2000,-1.845968930438703,24998.003640944193,8332.667880314732,3.479969179038379
14.0,-0.07519506268436271,158,-0.13469126891243635,True,False,False,0.24856922707416992,True,False,False,-0.7383875721754812,False,True,False,True,False,False,False,True,58308.0299,1.0,3000,2000,-1.845968930438703,24998.003640944193,12499.001820472096,3.479969179038379
15.6,-0.07519506268436271,274,0.4704951467693265,True,False,False,-0.12583260352905437,True,False,False,-0.7383875721754812,False,True,False,True,False,False,False,True,42755.091,2.0,3000,2000,-1.845968930438703,24998.003640944193,8332.667880314732,-1.962988615053248
15.6,1.4987674542268743,158,-0.13469126891243635,False,False,True,-0.12583260352905437,False,False,True,-0.20541301604507806,False,True,True,False,False,False,False,True,122874.4137,2.0,9000,15000,-0.5135325401126951,120002.48400236835,40000.82800078945,-1.962988615053248
15.6,-0.8621763211399812,274,0.4704951467693265,True,False,False,-1.071373081019653,True,False,False,-0.23039619836369069,True,False,False,True,False,False,False,True,27182.94329,2.0,3000,2000,-0.23039619836369069,24998.045251159358,8332.681750386453,-16.713420063906586
14.0,-0.8621763211399812,274,0.4704951467693265,True,False,False,-0.8050330192724967,True,False,False,-1.204740308789584,False,True,False,True,False,False,False,True,14189.7331,1.0,3000,2000,-3.0118507719739602,24995.263796585747,12497.631898292873,-11.270462269814955
15.6,-0.8621763211399812,297,0.5592211110580945,True,False,False,-0.12583260352905437,True,False,False,0.8605360962157282,True,False,False,True,False,False,False,True,34018.1811,2.0,3000,2000,0.8605360962157282,24999.13618345394,8333.045394484647,-1.962988615053248
17.3,0.7117861957712558,158,-0.13469126891243635,False,True,False,-0.4477532526748909,False,False,True,0.8605360962157282,True,False,True,False,True,False,False,False,58803.7411,4.0,9000,15000,0.8605360962157282,120002.28410848776,24000.456821697553,-7.746131271275613
13.5,-0.8621763211399812,6,-3.584422568502246,False,False,True,1.2575532166446026,True,False,False,-1.0048748502406828,False,True,False,True,False,False,False,True,67478.6871,1.0,3000,2000,-2.5121871256017068,24995.76346023212,12497.88173011606,16.976968424702136
13.3,-0.07519506268436271,297,0.5592211110580945,False,False,True,0.44069648225214014,False,False,True,-0.7383875721754812,False,True,False,True,False,False,False,True,59175.5245,1.0,9000,2000,-1.845968930438703,54998.0036409442,27499.0018204721,5.861263213953464
15.6,-0.07519506268436271,297,0.5592211110580945,True,False,False,-0.12583260352905437,False,False,True,-0.7383875721754812,False,True,False,True,False,False,False,True,53908.593,3.0,9000,2000,-1.845968930438703,54998.0036409442,13749.50091023605,-1.962988615053248
17.3,-0.07519506268436271,54,-1.3073271118557703,False,True,False,-0.4477532526748909,True,False,False,1.12702337428093,False,True,True,False,False,False,False,True,67850.4705,4.0,3000,15000,2.817558435702325,90002.66716831033,18000.533433662065,-7.746131271275613
14.0,-0.07519506268436271,103,-0.6036184598685892,True,False,False,-0.8050330192724967,True,False,False,0.8605360962157282,True,False,False,True,False,False,False,True,24103.9571,3.0,3000,2000,0.8605360962157282,25000.71014597085,6250.1775364927125,-11.270462269814955
15.6,-0.07519506268436271,158,-0.13469126891243635,False,True,False,-0.12583260352905437,False,False,True,0.8605360962157282,True,False,True,False,False,False,False,True,58803.7411,3.0,9000,15000,0.8605360962157282,120000.71014597084,30000.17753649271,-1.962988615053248
15.6,-0.07519506268436271,297,0.5592211110580945,True,False,False,-0.12583260352905437,True,False,False,2.992434320737341,True,False,False,True,False,False,True,False,32159.2641,3.0,3000,2000,2.992434320737341,25002.84204419537,6250.710511048843,-1.962988615053248
15.6,-0.07519506268436271,297,0.5592211110580945,True,False,False,-0.12583260352905437,False,False,True,1.12702337428093,False,True,False,True,False,False,False,True,52979.1345,3.0,9000,2000,2.817558435702325,55002.667168310334,13750.666792077584,-1.962988615053248
15.6,-0.8621763211399812,103,-0.6036184598685892,True,False,False,-0.12583260352905437,True,False,False,0.8605360962157282,True,False,True,False,False,False,False,True,32840.867,3.0,3000,15000,0.8605360962157282,89999.13618345393,22499.784045863482,-1.962988615053248
17.3,-0.07519506268436271,274,0.4704951467693265,True,False,False,-0.4477532526748909,True,False,False,1.12702337428093,False,True,True,False,False,False,False,True,60538.7303,3.0,3000,15000,2.817558435702325,90002.66716831033,22500.666792077584,-7.746131271275613
15.6,-0.07519506268436271,297,0.5592211110580945,False,False,True,-0.12583260352905437,True,False,False,-0.7383875721754812,False,True,False,True,False,False,False,True,67922.34862,2.0,3000,2000,-1.845968930438703,24998.003640944193,8332.667880314732,-1.962988615053248
12.0,-0.07519506268436271,21,-2.319482999269945,False,False,True,1.8508279874400608,True,False,False,-0.20541301604507806,False,True,False,True,False,True,False,False,93565.489,1.0,3000,2000,-0.5135325401126951,24999.33607733452,12499.66803866726,22.20993584928073
14.0,-0.07519506268436271,274,0.4704951467693265,True,False,False,0.24856922707416992,True,False,False,-0.7383875721754812,False,True,False,True,False,False,False,True,53288.954,2.0,3000,2000,-1.845968930438703,24998.003640944193,8332.667880314732,3.479969179038379
15.6,-0.8621763211399812,297,0.5592211110580945,True,False,False,-0.12583260352905437,True,False,False,-1.0048748502406828,False,True,False,True,False,False,False,True,24723.5961,3.0,3000,2000,-2.5121871256017068,24995.76346023212,6248.94086505803,-1.962988615053248
15.6,-0.8621763211399812,103,-0.6036184598685892,True,False,False,-1.071373081019653,True,False,False,0.8605360962157282,True,False,False,True,False,False,False,True,24475.7405,3.0,3000,2000,0.8605360962157282,24999.13618345394,6249.784045863485,-16.713420063906586
15.6,1.4987674542268743,297,0.5592211110580945,False,True,False,-0.12583260352905437,False,False,True,1.12702337428093,False,True,True,False,False,False,False,True,83589.3011,4.0,9000,15000,2.817558435702325,120005.81509334416,24001.163018668834,-1.962988615053248
15.6,-0.07519506268436271,274,0.4704951467693265,False,False,True,-0.12583260352905437,False,False,True,-0.7383875721754812,False,True,True,False,False,False,False,True,43312.7661,2.0,9000,15000,-1.845968930438703,119998.00364094418,39999.334546981394,-1.962988615053248
15.6,-0.07519506268436271,274,0.4704951467693265,True,False,False,-0.12583260352905437,True,False,False,-0.7383875721754812,False,True,False,True,False,False,False,True,37115.75646,2.0,3000,2000,-1.845968930438703,24998.003640944193,8332.667880314732,-1.962988615053248
15.6,1.4987674542268743,158,-0.13469126891243635,False,True,False,-0.12583260352905437,False,False,True,1.12702337428093,False,True,True,False,False,False,False,True,89785.6911,3.0,9000,15000,2.817558435702325,120005.81509334416,30001.45377333604,-1.962988615053248
13.3,-0.07519506268436271,297,0.5592211110580945,False,False,True,0.44069648225214014,False,False,True,-0.7383875721754812,False,True,False,True,False,False,False,True,102178.4711,1.0,9000,2000,-1.845968930438703,54998.0036409442,27499.0018204721,5.861263213953464
15.6,-0.07519506268436271,158,-0.13469126891243635,False,True,False,-0.12583260352905437,True,False,False,0.8605360962157282,True,False,True,False,False,False,False,True,43312.7661,3.0,3000,15000,0.8605360962157282,90000.71014597084,22500.17753649271,-1.962988615053248
15.6,-0.07519506268436271,103,-0.6036184598685892,True,False,False,-0.12583260352905437,False,False,True,0.8605360962157282,True,False,True,False,False,False,False,True,42693.1271,3.0,9000,15000,0.8605360962157282,120000.71014597084,30000.17753649271,-1.962988615053248
13.3,1.4987674542268743,274,0.4704951467693265,True,False,False,0.44069648225214014,False,False,True,-0.20541301604507806,False,True,False,True,False,False,False,True,74170.7883,1.0,9000,2000,-0.5135325401126951,55002.48400236834,27501.24200118417,5.861263213953464
15.6,-0.07519506268436271,297,0.5592211110580945,False,True,False,-0.12583260352905437,True,False,False,-0.7383875721754812,False,True,True,False,False,False,False,True,74046.8605,4.0,3000,15000,-1.845968930438703,89998.00364094418,17999.600728188838,-1.962988615053248
14.0,-0.07519506268436271,158,-0.13469126891243635,False,False,True,0.24856922707416992,False,False,True,-0.7383875721754812,False,True,False,True,False,False,False,True,65000.1311,1.0,9000,2000,-1.845968930438703,54998.0036409442,27499.0018204721,3.479969179038379
13.3,-0.07519506268436271,103,-0.6036184598685892,False,False,True,0.44069648225214014,True,False,False,-0.7383875721754812,False,True,False,True,False,False,False,True,52483.4233,1.0,3000,2000,-1.845968930438703,24998.003640944193,12499.001820472096,5.861263213953464
15.6,-0.07519506268436271,297,0.5592211110580945,True,False,False,-0.12583260352905437,False,False,True,0.8605360962157282,True,False,False,True,True,False,False,False,37172.14361,3.0,9000,2000,0.8605360962157282,55000.71014597085,13750.177536492713,-1.962988615053248
15.6,-0.8621763211399812,297,0.5592211110580945,True,False,False,-0.12583260352905437,True,False,False,-0.7383875721754812,False,True,False,True,True,False,False,False,30052.4915,3.0,3000,2000,-1.845968930438703,24996.42967842728,6249.10741960682,-1.962988615053248
15.6,-0.46868569191217196,158,-0.13469126891243635,True,False,False,-0.12583260352905437,True,False,False,-0.7383875721754812,False,True,True,False,False,False,False,True,35753.1703,2.0,3000,15000,-1.845968930438703,89997.21665968573,29999.072219895243,-1.962988615053248
15.6,0.7117861957712558,274,0.4704951467693265,False,True,False,-0.12583260352905437,False,False,True,1.12702337428093,False,True,True,False,False,False,False,True,77392.9111,4.0,9000,15000,2.817558435702325,120004.24113082726,24000.84822616545,-1.962988615053248
15.6,-0.07519506268436271,274,0.4704951467693265,True,False,False,-0.12583260352905437,False,False,True,-0.7383875721754812,False,True,False,True,False,False,False,True,44552.0441,2.0,9000,2000,-1.845968930438703,54998.0036409442,18332.667880314733,-1.962988615053248
15.6,-0.8621763211399812,274,0.4704951467693265,True,False,False,-0.12583260352905437,True,False,False,-0.23039619836369069,True,False,False,True,False,False,False,True,21625.4011,3.0,3000,2000,-0.23039619836369069,24998.045251159358,6249.511312789839,-1.962988615053248
15.6,-0.07519506268436271,297,0.5592211110580945,True,False,False,-0.12583260352905437,True,False,False,0.8605360962157282,True,False,False,True,True,False,False,False,40090.6433,3.0,3000,2000,0.8605360962157282,25000.71014597085,6250.1775364927125,-1.962988615053248
13.3,-0.07519506268436271,274,0.4704951467693265,False,False,True,0.44069648225214014,False,False,True,-0.7383875721754812,False,True,True,False,False,False,False,True,69337.6041,1.0,9000,15000,-1.845968930438703,119998.00364094418,59999.00182047209,5.861263213953464
13.5,-0.07519506268436271,6,-3.584422568502246,False,False,True,1.2575532166446026,True,False,False,-0.7383875721754812,False,True,False,True,False,False,False,True,83031.626,1.0,3000,2000,-1.845968930438703,24998.003640944193,12499.001820472096,16.976968424702136
14.0,-0.46868569191217196,274,0.4704951467693265,True,False,False,0.24856922707416992,True,False,False,-0.7383875721754812,False,True,True,False,False,False,False,True,40834.2101,2.0,3000,15000,-1.845968930438703,89997.21665968573,29999.072219895243,3.479969179038379
15.6,-0.8621763211399812,297,0.5592211110580945,True,False,False,-0.12583260352905437,True,False,False,0.8605360962157282,True,False,False,True,False,False,False,True,25708.82211,2.0,3000,2000,0.8605360962157282,24999.13618345394,8333.045394484647,-1.962988615053248
